osm_key,osm_type,osm_id,name,latitude,longitude,amenity,cuisine,operator,brand,tags_json
node/429595281,node,429595281,Chaihana Sato,56.9548667,24.1225728,restaurant,uzbek,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:door"": ""1B"", ""addr:housenumber"": ""5A"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Blaumaņa iela"", ""amenity"": ""restaurant"", ""cuisine"": ""uzbek"", ""email"": ""info@sato.lv"", ""fax"": ""+371-66018038"", ""internet_access"": ""wlan"", ""name"": ""Chaihana Sato"", ""opening_hours"": ""Mo-Su 12:00-23:00; Fr,Sa 12:00-24:00"", ""phone"": ""+371-66018036"", ""ref:LV:addr"": ""101821758"", ""website"": ""http://www.sato.lv/""}"
node/441913349,node,441913349,Martini bārs,56.9265761,24.0178139,cafe,,,,"{""addr:city"": ""Mārupe"", ""addr:country"": ""LV"", ""addr:district"": ""Mārupes novads"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-2167"", ""addr:street"": ""Zemzaru iela"", ""amenity"": ""cafe"", ""name"": ""Martini bārs"", ""ref:LV:addr"": ""103771015""}"
node/445460298,node,445460298,Bistro Iesmi,56.9541494,24.1234739,restaurant,grill,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""9"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Blaumaņa iela"", ""amenity"": ""restaurant"", ""check_date"": ""2026-04-15"", ""cuisine"": ""grill"", ""diet:vegan"": ""yes"", ""diet:vegetarian"": ""yes"", ""level"": ""0"", ""name"": ""Bistro Iesmi"", ""opening_hours"": ""Tu-Th,Su 12:00-15:00,16:00-20:00; Fr-Sa 12:00-15:00,16:00-21:00"", ""ref:LV:addr"": ""101821805"", ""takeaway"": ""yes"", ""website"": ""https://www.instagram.com/iesmi_bistro/"", ""wheelchair"": ""no""}"
node/445460330,node,445460330,Zula,56.948853,24.1124748,restaurant,mediterranean;humus,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""12"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Teātra iela"", ""amenity"": ""restaurant"", ""check_date"": ""2025-07-03"", ""cuisine"": ""mediterranean;humus"", ""name"": ""Zula"", ""opening_hours"": ""Mo-Th 15:00-23:00; Fr-Su 12:00-23:00"", ""ref:LV:addr"": ""102006635""}"
node/445460349,node,445460349,Salve,56.9471768,24.1073634,restaurant,regional,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Rātslaukums"", ""amenity"": ""restaurant"", ""cuisine"": ""regional"", ""email"": ""salverestaurant@e-apollo.lv"", ""fax"": ""+371 29111346"", ""name"": ""Salve"", ""opening_hours"": ""12:00-23:00"", ""phone"": ""+371 67044317"", ""ref:LV:addr"": ""103411733"", ""website"": ""http://www.salve.lv/""}"
node/445460355,node,445460355,Gastro pub abbey,56.9485291,24.1084435,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""6"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Kaļķu iela"", ""amenity"": ""restaurant"", ""name"": ""Gastro pub abbey"", ""ref:LV:addr"": ""101840021""}"
node/445460357,node,445460357,Moor,56.9490709,24.1088301,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Meistaru iela"", ""amenity"": ""restaurant"", ""check_date"": ""2025-03-16"", ""indoor_seating"": ""yes"", ""name"": ""Moor"", ""outdoor_seating"": ""yes"", ""ref:LV:addr"": ""102615237""}"
node/445460372,node,445460372,Key to Riga,56.9500079,24.1056709,restaurant,regional,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""8A"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Doma laukums"", ""amenity"": ""restaurant"", ""check_date"": ""2025-05-05"", ""cuisine"": ""regional"", ""indoor_seating"": ""yes"", ""name"": ""Key to Riga"", ""opening_hours"": ""Mo-Th,Su 12:00-22:00; Fr-Sa 12:00-23:00"", ""outdoor_seating"": ""yes"", ""payment:cash"": ""yes"", ""ref:LV:addr"": ""106184675"", ""wheelchair"": ""limited"", ""wikimedia_commons"": ""File:Riga Doma laukums 8A 2018-09-12.jpg""}"
node/445460383,node,445460383,Caffeine,56.949777,24.1114939,cafe,coffee_shop,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""28"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Kaļķu iela"", ""amenity"": ""cafe"", ""check_date"": ""2025-05-05"", ""cuisine"": ""coffee_shop"", ""indoor_seating"": ""yes"", ""level"": ""0"", ""name"": ""Caffeine"", ""outdoor_seating"": ""no"", ""ref:LV:addr"": ""101839984"", ""takeaway"": ""yes""}"
node/446054661,node,446054661,,56.9409806,24.1503383,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""69"", ""addr:postcode"": ""LV-1003"", ""addr:street"": ""Ludzas iela"", ""amenity"": ""cafe"", ""check_date:opening_hours"": ""2024-11-27"", ""name:signed"": ""no"", ""opening_hours:signed"": ""no"", ""ref:LV:addr"": ""101935412""}"
node/448033500,node,448033500,Hesburger,56.9567448,24.1223611,fast_food,burger,Hesburger,Hesburger,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""62"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Brīvības iela"", ""amenity"": ""fast_food"", ""brand"": ""Hesburger"", ""brand:wikidata"": ""Q1276832"", ""brand:wikipedia"": ""en:Hesburger"", ""check_date"": ""2026-03-11"", ""cuisine"": ""burger"", ""drive_through"": ""no"", ""indoor_seating"": ""yes"", ""name"": ""Hesburger"", ""opening_hours"": ""Mo-Th 08:00-22:00; Fr 08:00-06:00; Sa 10:00-06:00; Su 10:00-22:00"", ""operator"": ""Hesburger"", ""outdoor_seating"": ""no"", ""ref:LV:addr"": ""101109388"", ""smoking"": ""no"", ""takeaway"": ""yes""}"
node/452517375,node,452517375,McDonald's,56.9504003,24.1112673,fast_food,burger,,McDonald's,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""18"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Zigfrīda Annas Meierovica bulvāris"", ""amenity"": ""fast_food"", ""brand"": ""McDonald's"", ""brand:wikidata"": ""Q38076"", ""check_date"": ""2026-03-01"", ""cuisine"": ""burger"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""McDonald's"", ""opening_hours"": ""Mo-Th,Su 07:00-01:00; Fr-Sa 07:00-06:00"", ""outdoor_seating"": ""yes"", ""ref:LV:addr"": ""101860910"", ""takeaway"": ""yes"", ""toilets"": ""yes"", ""toilets:access"": ""customers"", ""website"": ""https://mcdonalds.lv/location/luna-riga/"", ""wheelchair"": ""yes""}"
node/452517379,node,452517379,Lāsīte,56.9499088,24.102426,restaurant,local,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Miesnieku iela"", ""amenity"": ""restaurant"", ""cuisine"": ""local"", ""name"": ""Lāsīte"", ""opening_hours"": ""Mo-Su 11:00-00:00"", ""ref:LV:addr"": ""101953406""}"
node/452517380,node,452517380,Costa Coffee,56.9497898,24.1109815,cafe,coffee_shop,,Costa,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""26"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Kaļķu iela"", ""amenity"": ""cafe"", ""brand"": ""Costa"", ""cuisine"": ""coffee_shop"", ""name"": ""Costa Coffee"", ""opening_hours"": ""Mo-Th,Su 08:00-21:00; Fr-Sa 08:00-22:00"", ""ref:LV:addr"": ""101907223"", ""takeaway"": ""yes"", ""wheelchair"": ""yes""}"
node/452522629,node,452522629,Soraksans,56.9493776,24.102602,restaurant,korean,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""12"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Miesnieku iela"", ""amenity"": ""restaurant"", ""cuisine"": ""korean"", ""entrance"": ""yes"", ""indoor_seating"": ""yes"", ""name"": ""Soraksans"", ""outdoor_seating"": ""yes"", ""ref:LV:addr"": ""101953414""}"
node/452544296,node,452544296,Pētergailis,56.9473367,24.1105407,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""25"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Skārņu iela"", ""amenity"": ""restaurant"", ""check_date"": ""2025-08-27"", ""check_date:diet:vegetarian"": ""2025-08-27"", ""diet:vegetarian"": ""yes"", ""indoor_seating"": ""yes"", ""level"": ""0"", ""name"": ""Pētergailis"", ""opening_hours"": ""12:00-24:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+371 67 212 888"", ""ref:LV:addr"": ""101991784"", ""website"": ""https://petergailis.com/"", ""wheelchair"": ""yes""}"
node/452595575,node,452595575,McDonald's,56.9482192,24.1198044,fast_food,burger,,McDonald's,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Merķeļa iela"", ""air_conditioning"": ""yes"", ""amenity"": ""fast_food"", ""brand"": ""McDonald's"", ""brand:wikidata"": ""Q38076"", ""brand:wikipedia"": ""en:McDonald's"", ""check_date"": ""2025-10-20"", ""check_date:smoking"": ""2025-10-20"", ""cuisine"": ""burger"", ""indoor_seating"": ""yes"", ""name"": ""McDonald's"", ""opening_hours"": ""Mo-Su 06:00-05:00"", ""outdoor_seating"": ""no"", ""ref:LV:addr"": ""101950177"", ""smoking"": ""no"", ""takeaway"": ""yes"", ""website"": ""https://mcdonalds.lv/location/main-station-riga/"", ""wheelchair"": ""limited""}"
node/452610878,node,452610878,B Bārs Restorāns,56.9492595,24.1037103,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Doma laukums"", ""amenity"": ""restaurant"", ""email"": ""liga@bbars.lv"", ""name"": ""B Bārs Restorāns"", ""phone"": ""+371 67228842"", ""ref:LV:addr"": ""104221452"", ""website"": ""https://bbars.lv/""}"
node/455884849,node,455884849,Niklāvs,56.9469333,24.1104264,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Mārstaļu iela"", ""amenity"": ""restaurant"", ""indoor_seating"": ""yes"", ""name"": ""Niklāvs"", ""outdoor_seating"": ""no"", ""phone"": ""+371 67820200"", ""ref:LV:addr"": ""102674284"", ""website"": ""https://www.restoransniklavs.lv/"", ""wheelchair"": ""no""}"
node/470042248,node,470042248,Daily,56.9528347,24.113097,fast_food,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Raiņa bulvāris"", ""amenity"": ""fast_food"", ""description"": ""Skolas ēdnīca"", ""diet:gluten_free"": ""yes"", ""diet:vegetarian"": ""yes"", ""email"": ""sk.rv1g@daily.lv"", ""fast_food"": ""cafeteria"", ""level"": ""-1"", ""name"": ""Daily"", ""opening_hours:covid19"": ""off"", ""phone"": ""+371 29432885"", ""ref:LV:addr"": ""101973967"", ""website"": ""https://daily.lv/""}"
node/471413275,node,471413275,Vecmeita ar kaķi,56.9505865,24.1022499,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Mazā Pils iela"", ""amenity"": ""restaurant"", ""indoor_seating"": ""yes"", ""name"": ""Vecmeita ar kaķi"", ""outdoor_seating"": ""yes"", ""ref:LV:addr"": ""101947708"", ""toilets:wheelchair"": ""no"", ""wheelchair"": ""no""}"
node/472352636,node,472352636,Caffeine,56.9488097,24.1134637,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""24"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Aspazijas bulvāris"", ""amenity"": ""cafe"", ""name"": ""Caffeine"", ""ref:LV:addr"": ""101816522"", ""website"": ""https://caffeine.lv/"", ""wheelchair"": ""limited""}"
node/493398552,node,493398552,Cielo,56.9527901,24.1306518,restaurant,pizza,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""48A"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Ģertrūdes iela"", ""amenity"": ""restaurant"", ""check_date"": ""2025-05-14"", ""cuisine"": ""pizza"", ""name"": ""Cielo"", ""opening_hours"": ""Mo-Th 16:00-23:00, Fr 16:00-02:00, Sa 11:00-02:00, Su 11:00-23:00"", ""ref:LV:addr"": ""106773970""}"
node/494257386,node,494257386,Italissimo,56.9574801,24.1204934,restaurant,italian,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""27/29"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Baznīcas iela"", ""amenity"": ""restaurant"", ""check_date"": ""2025-08-21"", ""contact:facebook"": ""https://www.facebook.com/Restaurant.Italissimo/"", ""contact:instagram"": ""https://www.instagram.com/restaurant_italissimo"", ""cuisine"": ""italian"", ""email"": ""info@italissimo.lv"", ""name"": ""Italissimo"", ""opening_hours"": ""Mo-Su 12:00-23:00"", ""payment:cash"": ""yes"", ""payment:credit_cards"": ""yes"", ""phone"": ""+371 26564867"", ""ref:LV:addr"": ""101819753""}"
node/494257389,node,494257389,"Pusdienu meistars, Raušu meistars",56.9575019,24.121958,cafe,cake;local,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""10"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Ģertrūdes iela"", ""amenity"": ""cafe"", ""check_date"": ""2026-01-24"", ""cuisine"": ""cake;local"", ""name"": ""Pusdienu meistars, Raušu meistars"", ""opening_hours"": ""Mo-Fr 07:30-18:30; Sa 10:00-16:00"", ""phone"": ""+371 29 755 468"", ""ref:LV:addr"": ""101131115"", ""website"": ""https://www.pusdienumeistars.lv/"", ""wheelchair"": ""no""}"
node/494257396,node,494257396,Lidojošā varde,56.958114,24.1105961,restaurant,international,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""31A"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""amenity"": ""restaurant"", ""brewery"": ""Lāčplēša;Užavas;Cēsu;Hoegaarden"", ""check_date"": ""2024-01-21"", ""contact:facebook"": ""flyingfrog.riga"", ""contact:instagram"": ""lidojosavarde"", ""cuisine"": ""international"", ""delivery"": ""no"", ""email"": ""lidojosavarde@inbox.lv"", ""food"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""name"": ""Lidojošā varde"", ""name:en"": ""Flying Frog"", ""name:lv"": ""Lidojošā varde"", ""name:uk"": ""Літаюча жаба"", ""opening_hours"": ""Mo-Su 11:00-23:00"", ""outdoor_seating"": ""yes"", ""phone"": ""+37127321184;+37129414000"", ""ref:LV:addr"": ""101829764"", ""smoking"": ""outside"", ""takeaway"": ""no"", ""website"": ""https://lidojosavarde.lv"", ""website:menu"": ""https://lidojosavarde.lv/edienkarte/"", ""wheelchair"": ""no""}"
node/494381226,node,494381226,Casa Nostra,56.9575394,24.1112707,restaurant,italian,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""10B"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""amenity"": ""restaurant"", ""cuisine"": ""italian"", ""delivery"": ""no"", ""level"": ""0"", ""name"": ""Casa Nostra"", ""opening_hours"": ""11:00-22:00"", ""phone"": ""+37166956609"", ""ref:LV:addr"": ""102673065"", ""smoking"": ""outside"", ""takeaway"": ""no"", ""website"": ""https://www.casanostrariga.com""}"
node/494393411,node,494393411,Fabrikas restorāns,56.9579971,24.0846537,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""70"", ""addr:postcode"": ""LV-1048"", ""addr:street"": ""Balasta dambis"", ""amenity"": ""restaurant"", ""email"": ""info@fabrikasrestorans.lv"", ""internet_access"": ""wlan"", ""name"": ""Fabrikas restorāns"", ""opening_hours"": ""Su-Th 12:00-22:00; Fr-Sa 12:00-23:00"", ""phone"": ""+37125605498"", ""ref:LV:addr"": ""101818671"", ""website"": ""https://fabrikasrestorans.lv""}"
node/501606070,node,501606070,Yakuza Sushi & Asian Fusion,56.9577654,24.1108132,restaurant,japanese,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""10"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""amenity"": ""restaurant"", ""capacity"": ""38"", ""cuisine"": ""japanese"", ""delivery"": ""yes"", ""internet_access"": ""wlan"", ""level"": ""1"", ""name"": ""Yakuza Sushi & Asian Fusion"", ""opening_hours"": ""12:00-24:00"", ""phone"": ""+37167398160"", ""ref:LV:addr"": ""101137905"", ""smoking"": ""outside"", ""takeaway"": ""yes"", ""website"": ""https://www.yakuza.lv/en"", ""wheelchair"": ""no""}"
node/501609071,node,501609071,Sokrāts,56.958733,24.1052776,restaurant,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""amenity"": ""restaurant"", ""check_date"": ""2025-06-11"", ""check_date:opening_hours"": ""2025-06-11"", ""indoor_seating"": ""yes"", ""name"": ""Sokrāts"", ""opening_hours"": ""Mo-Su 11:00-22:00"", ""outdoor_seating"": ""no"", ""ref:LV:addr"": ""101130886""}"
node/502863002,node,502863002,Pica LuLū,56.9713972,24.1332113,fast_food,pizza,,Pica Lulū,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""LV-1013"", ""addr:street"": ""Zirņu iela"", ""amenity"": ""fast_food"", ""brand"": ""Pica Lulū"", ""check_date"": ""2026-01-23"", ""cuisine"": ""pizza"", ""name"": ""Pica LuLū"", ""ref:LV:addr"": ""101844777"", ""takeaway"": ""yes"", ""website"": ""https://www.lulu.lv/""}"
node/502863008,node,502863008,Old Shanghai,56.9672898,24.1301484,restaurant,chinese,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""123"", ""addr:postcode"": ""LV-1013"", ""addr:street"": ""Krišjāņa Valdemāra iela"", ""amenity"": ""restaurant"", ""cuisine"": ""chinese"", ""name"": ""Old Shanghai"", ""ref:LV:addr"": ""101132680""}"
node/510780893,node,510780893,Mārtiņa beķereja,56.9479534,24.1133845,cafe,,,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""28"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Vaļņu iela"", ""amenity"": ""cafe"", ""check_date"": ""2026-03-15"", ""name"": ""Mārtiņa beķereja"", ""opening_hours"": ""Mo-Fr 08:30-18:00; Sa 09:00-17:00; Su off"", ""ref:LV:addr"": ""102013544"", ""toilets:code"": ""123789#"", ""website"": ""https://www.bekereja.lv/"", ""wheelchair"": ""no""}"
node/534752835,node,534752835,Lido Vērmanītis,56.952793,24.1199078,restaurant,regional,Lido,,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""65"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Elizabetes iela"", ""air_conditioning"": ""yes"", ""amenity"": ""restaurant"", ""breakfast"": ""Mo-Sa 09:00-11:00; Su 10:00-11:00"", ""check_date"": ""2026-02-20"", ""cuisine"": ""regional"", ""email"": ""info.vermanitis@lido.lv"", ""fax"": ""+371 67 286 289"", ""indoor_seating"": ""yes"", ""internet_access"": ""wlan"", ""name"": ""Lido Vērmanītis"", ""opening_hours"": ""Mo-Fr 10:00-22:00; Sa 10:00-23:00; Su 10:00-21:00"", ""operator"": ""Lido"", ""outdoor_seating"": ""yes"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""phone"": ""+371 67 286 289;+371 67 221 318"", ""ref:LV:addr"": ""101110880"", ""smoking"": ""no"", ""takeaway"": ""yes"", ""toilets"": ""yes"", ""toilets:code"": ""9425#"", ""website"": ""https://www.lido.lv/en/restaurants-and-shops/lido-vermanitis"", ""wheelchair"": ""no""}"
