osm_key,osm_type,osm_id,name,latitude,longitude,office,building,operator,brand,addr_street,addr_housenumber,addr_city,source,tags_json
node/1042432476,node,1042432476,Krievijas vēstniecība,56.9566467,24.1083956,diplomatic,,,,Ukrainas neatkarības iela,2,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Ukrainas neatkarības iela"", ""country"": ""RU"", ""diplomatic"": ""embassy"", ""diplomatic:services:Notarial_Services"": ""yes"", ""diplomatic:services:consulate"": ""yes"", ""email"": ""rusembas@delfi.lv"", ""email:consulate"": ""ruscons-riga@mid.ru"", ""embassy"": ""yes"", ""fax"": ""+371 678 30209"", ""name"": ""Krievijas vēstniecība"", ""name:be"": ""Амбасада Расіі"", ""name:en"": ""Embassy of Russian Federation"", ""name:fr"": ""Ambassade de Russie"", ""name:lt"": ""Rusijos ambasada"", ""name:lv"": ""Krievijas vēstniecība"", ""name:ru"": ""Посольство Российской Федерации"", ""office"": ""diplomatic"", ""opening_hours"": ""Mo-Th 09:00-16:00; Fr 09:00-15:00"", ""phone"": ""+371 67332151"", ""phone:consulate"": ""+371 67305255"", ""phone:notary"": ""+371 29587524"", ""ref:LV:addr"": ""101137335"", ""target"": ""LV"", ""website"": ""https://latvia.mid.ru"", ""wikidata"": ""Q107234019""}"
node/1121978473,node,1121978473,Igaunijas vēstniecība,56.9577015,24.1183163,diplomatic,,,,Skolas iela,13,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""13"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Skolas iela"", ""country"": ""EE"", ""diplomatic"": ""embassy"", ""embassy"": ""yes"", ""name"": ""Igaunijas vēstniecība"", ""name:en"": ""Embassy of Estonia"", ""name:et"": ""Eesti suursaatkond"", ""name:fr"": ""Ambassade d'Estonie"", ""name:lv"": ""Igaunijas vēstniecība"", ""office"": ""diplomatic"", ""opening_hours"": ""Mo-Fr 09:00-17:00"", ""phone"": ""+371 6781 20 20"", ""ref:LV:addr"": ""101991985"", ""target"": ""LV"", ""website"": ""https://riga.mfa.ee"", ""wheelchair"": ""no"", ""wikidata"": ""Q65261900""}"
node/1160803307,node,1160803307,Īrijas vēstniecība,56.9592624,24.1083722,diplomatic,,,,Alberta iela,13,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""13"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Alberta iela"", ""country"": ""IE"", ""diplomatic"": ""embassy"", ""embassy"": ""yes"", ""fax"": ""+371 6 703 93 71"", ""name"": ""Īrijas vēstniecība"", ""name:en"": ""Embassy of Republic of Ireland"", ""name:fr"": ""Ambassade d'Irlande"", ""name:ga"": ""Ambasáid na hÉireann"", ""name:lv"": ""Īrijas vēstniecība"", ""name:ru"": ""Посольство Ирландии"", ""office"": ""diplomatic"", ""opening_hours"": ""Mo-Fr 09:00-16:00"", ""phone"": ""+371 6 703 93 70"", ""ref:LV:addr"": ""101814004"", ""target"": ""LV"", ""website"": ""http://www.embassyofireland.lv/"", ""wikidata"": ""Q104871917""}"
node/1190742817,node,1190742817,Azerbaidžānas vēstniecība,56.954226,24.1092908,diplomatic,,,,Raiņa bulvāris,2,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:door"": ""5"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Raiņa bulvāris"", ""country"": ""AZ"", ""diplomatic"": ""embassy"", ""embassy"": ""yes"", ""name"": ""Azerbaidžānas vēstniecība"", ""name:az"": ""Azərbaycan Respublikasının səfirliyi"", ""name:be"": ""Амбасада Азербайджана"", ""name:en"": ""Embassy of Azerbaijan"", ""name:fr"": ""Ambassade d'Azerbaïdjan"", ""name:lv"": ""Azerbaidžānas vēstniecība"", ""name:ru"": ""Посольство Республики Азербайджан"", ""office"": ""diplomatic"", ""phone"": ""+371 6714 28 92"", ""ref:LV:addr"": ""102676087"", ""target"": ""LV"", ""website"": ""https://riga.mfa.gov.az"", ""wikidata"": ""Q107208647""}"
node/1190742898,node,1190742898,Gruzijas vēstniecība,56.9540811,24.1095963,diplomatic,,,,Raiņa bulvāris,3,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Raiņa bulvāris"", ""country"": ""GE"", ""diplomatic"": ""embassy"", ""embassy"": ""yes"", ""name"": ""Gruzijas vēstniecība"", ""name:be"": ""Амбасада Грузіі"", ""name:en"": ""Embassy of Georgia"", ""name:fr"": ""Ambassade de Géorgie"", ""name:ka"": ""საქართველოს საელჩო"", ""name:lv"": ""Gruzijas vēstniecība"", ""name:ru"": ""Посольство Грузии"", ""office"": ""diplomatic"", ""phone"": ""+371 67213136"", ""ref:LV:addr"": ""101973870"", ""target"": ""LV"", ""website"": ""https://www.latvia.mfa.gov.ge/"", ""wikidata"": ""Q86680578""}"
node/1212802272,node,1212802272,Ilze Freidenfelde,56.9619703,24.1031182,lawyer,,,,Rūpniecības iela,17,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""17"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Rūpniecības iela"", ""lawyer"": ""notary"", ""name"": ""Ilze Freidenfelde"", ""office"": ""lawyer"", ""ref:LV:addr"": ""101982316""}"
node/1212802283,node,1212802283,OptiCom,56.9599406,24.1028094,company,,,,Rūpniecības iela,5,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Rūpniecības iela"", ""name"": ""OptiCom"", ""office"": ""company"", ""ref:LV:addr"": ""101982478""}"
node/1212804967,node,1212804967,Valsts Reģionālās attīstības aģentūra,56.9588573,24.1044272,government,,,,Elizabetes iela,19,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""19"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""name"": ""Valsts Reģionālās attīstības aģentūra"", ""office"": ""government"", ""ref:LV:addr"": ""101137858""}"
node/1215235876,node,1215235876,Spānijas vēstniecība,56.9590807,24.1023088,diplomatic,,,,Elizabetes iela,11,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""country"": ""ES"", ""diplomatic"": ""embassy"", ""email"": ""emb.riga@maec.es"", ""embassy"": ""yes"", ""fax"": ""+371 6 732 50 05"", ""level"": ""3"", ""name"": ""Spānijas vēstniecība"", ""name:en"": ""Embassy of Spain"", ""name:es"": ""Embajada de España"", ""name:fr"": ""Ambassade d'Espagne"", ""name:lv"": ""Spānijas vēstniecība"", ""name:ru"": ""Посольство Королевства Испании"", ""office"": ""diplomatic"", ""phone"": ""+371 6 732 02 81"", ""ref:LV:addr"": ""101137817"", ""target"": ""LV"", ""website"": ""http://www.exteriores.gob.es/Embajadas/RIGA"", ""wikidata"": ""Q105123345""}"
node/1215236001,node,1215236001,Ranta Lat,56.9600412,24.1003337,estate_agent,,,,Ausekļa iela,4,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""4"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Ausekļa iela"", ""name"": ""Ranta Lat"", ""office"": ""estate_agent"", ""ref:LV:addr"": ""102638561""}"
node/1215236014,node,1215236014,Ķīnas Tautas Republikas vēstniecība,56.9695908,24.106994,diplomatic,,,,Ganību dambis,5,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1045"", ""addr:street"": ""Ganību dambis"", ""check_date"": ""2023-09-20"", ""country"": ""CN"", ""diplomatic"": ""embassy"", ""email"": ""chinaemb_lv@mfa.gov.cn"", ""embassy"": ""yes"", ""fax"": ""+371 67 357 025;+371 67 323 263"", ""name"": ""Ķīnas Tautas Republikas vēstniecība"", ""name:en"": ""Embassy of the People's Republic of China"", ""name:lv"": ""Ķīnas Tautas Republikas vēstniecība"", ""name:ru"": ""Посольство Китайской Народной Республики"", ""name:zh"": ""中华人民共和国驻拉脱维亚共和国大使馆"", ""name:zh-Hans-CN"": ""中华人民共和国驻拉脱维亚共和国大使馆"", ""name:zh-Hant-TW"": ""中華人民共和國駐拉脫維亞共和國大使館"", ""office"": ""diplomatic"", ""official_name"": ""Embassy of the People's Republic of China in the Republic of Latvia"", ""phone"": ""+371 29 192 568;+371 29 267 435;+371 26 189 539"", ""ref:LV:addr"": ""101889305"", ""target"": ""LV"", ""website"": ""http://lv.chineseembassy.org/"", ""wikidata"": ""Q107208789""}"
node/1215236346,node,1215236346,Uzbekistānas vēstniecība,56.9590631,24.1024503,diplomatic,,,,Elizabetes iela,11,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""consulate"": ""yes"", ""country"": ""UZ"", ""diplomatic"": ""embassy;consulate"", ""embassy"": ""yes"", ""fax"": ""+371 6732 23 06"", ""name"": ""Uzbekistānas vēstniecība"", ""name:en"": ""Embassy of Uzbekistan;Consulate of Uzbekistan"", ""name:fr"": ""Ambassade d'Ouzbékistan;Consulat d'Ouzbékistan"", ""name:lv"": ""Uzbekistānas vēstniecība"", ""name:ru"": ""Посольство Республики Узбекистан;Консульский отдел республики Узбекистан"", ""office"": ""diplomatic"", ""phone"": ""+371 6732 24 24"", ""ref:LV:addr"": ""101137817"", ""target"": ""LV""}"
node/1215236413,node,1215236413,Grieķijas vēstniecība,56.9590928,24.1021789,diplomatic,,,,Elizabetes iela,11,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Elizabetes iela"", ""country"": ""GR"", ""diplomatic"": ""embassy"", ""embassy"": ""yes"", ""fax"": ""+371 673 563 51"", ""name"": ""Grieķijas vēstniecība"", ""name:el"": ""πρεσβεία της Ελλάδας"", ""name:en"": ""Embassy of Greece"", ""name:fr"": ""Ambassade de Grèce"", ""name:lv"": ""Grieķijas vēstniecība"", ""name:ru"": ""Посольство Греции"", ""office"": ""diplomatic"", ""phone"": ""+371 673 563 45"", ""ref:LV:addr"": ""101137817"", ""target"": ""LV"", ""website"": ""https://www.mfa.gr/missionsabroad/latvia.html"", ""wikidata"": ""Q105123614""}"
node/1217060401,node,1217060401,Latvijas Vides Aizsardzības Fonda Administrācija,56.961505,24.0986505,government,,,,Eksporta iela,5,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Eksporta iela"", ""name"": ""Latvijas Vides Aizsardzības Fonda Administrācija"", ""office"": ""government"", ""ref:LV:addr"": ""101829491""}"
node/1295697988,node,1295697988,CEF Recruitment,56.9622133,24.1233217,employment_agency,,,,Krišjāņa Valdemāra iela,73,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""73"", ""addr:postcode"": ""LV-1013"", ""addr:street"": ""Krišjāņa Valdemāra iela"", ""name"": ""CEF Recruitment"", ""office"": ""employment_agency"", ""ref:LV:addr"": ""101132375""}"
node/1313014636,node,1313014636,Slovākijas vēstniecība,56.9504684,24.1066877,diplomatic,,,,Smilšu iela,8,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""8"", ""addr:postcode"": ""LV-1050"", ""addr:street"": ""Smilšu iela"", ""country"": ""SK"", ""diplomatic"": ""embassy"", ""embassy"": ""yes"", ""name"": ""Slovākijas vēstniecība"", ""name:en"": ""Embassy of Slovakia"", ""name:fr"": ""Ambassade de Slovaquie"", ""name:lv"": ""Slovākijas vēstniecība"", ""name:sk"": ""Veľvyslanectvo Slovenskej republiky"", ""office"": ""diplomatic"", ""phone"": ""+371 67814280"", ""ref:LV:addr"": ""101994685"", ""source"": ""Bing"", ""target"": ""LV"", ""website"": ""https://www.mzv.sk/web/riga"", ""wikidata"": ""Q107024216""}"
node/1405771911,node,1405771911,"AS ""Rīgas Dzirnavnieks""",56.9880229,24.2007974,company,,,,Lizuma iela,5,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1006"", ""addr:street"": ""Lizuma iela"", ""name"": ""AS \""Rīgas Dzirnavnieks\"""", ""office"": ""company"", ""ref:LV:addr"": ""101932142""}"
node/1601165919,node,1601165919,Elvi,56.8935897,24.0853854,company,,,,Rītausmas iela,23,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""23"", ""addr:postcode"": ""LV-1058"", ""addr:street"": ""Rītausmas iela"", ""name"": ""Elvi"", ""office"": ""company"", ""ref:LV:addr"": ""103380390"", ""website"": ""https://www.elvi.lv/""}"
node/1642376903,node,1642376903,Pilsonības un migrācijas lietu pārvalde (1. nodaļa),56.9832579,24.1566331,government,,,,,,,osm_overpass,"{""addr:floor"": ""1"", ""check_date"": ""2024-07-12"", ""contact:email"": ""pmlp@pmlp.gov.lv"", ""contact:phone"": ""+371 67829750"", ""government"": ""migration"", ""level"": ""0"", ""name"": ""Pilsonības un migrācijas lietu pārvalde (1. nodaļa)"", ""name:en"": ""The Office of Citizenship and Migration Affairs (1st branch)"", ""name:lv"": ""Pilsonības un migrācijas lietu pārvalde (1. nodaļa)"", ""name:ru"": ""Управление по делам гражданства и миграции (1й отдел)"", ""office"": ""government"", ""opening_hours"": ""Mo 10:00-18:00; Tu-Fr 08:00-18:30; Sa,Su off"", ""payment:cash"": ""no"", ""payment:credit_cards"": ""yes"", ""payment:debit_cards"": ""yes"", ""short_name"": ""PMLP"", ""short_name:en"": ""OCMA"", ""website"": ""https://www.pmlp.gov.lv/"", ""website:lv"": ""http://www.pmlp.gov.lv/lv/"", ""website:ru"": ""http://www.pmlp.gov.lv/ru/""}"
node/1643580691,node,1643580691,"Muitas kontroles punkts ""Rīgas brīvosta""",56.9892756,24.1027541,government,,,,Uriekstes iela,16,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""LV-1005"", ""addr:street"": ""Uriekstes iela"", ""amenity"": ""customs"", ""government"": ""customs"", ""name"": ""Muitas kontroles punkts \""Rīgas brīvosta\"""", ""office"": ""government"", ""ref:LV:addr"": ""104589882""}"
node/1668197995,node,1668197995,ND-LOGISTIK,56.9240617,24.2018221,logistics,,,,Cesvaines iela,21,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""21"", ""addr:postcode"": ""LV-1073"", ""addr:street"": ""Cesvaines iela"", ""name"": ""ND-LOGISTIK"", ""office"": ""logistics"", ""ref:LV:addr"": ""107021713""}"
node/1676040564,node,1676040564,Latvijas Republikas Patentu valde,56.9545352,24.1015946,government,,,,Citadeles iela,6A,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""6A"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Citadeles iela"", ""name"": ""Latvijas Republikas Patentu valde"", ""name:de"": ""Patentamt der Republik Lettland"", ""name:en"": ""Patent Office of the Republic of Latvia"", ""name:lv"": ""Latvijas Republikas Patentu valde"", ""office"": ""government"", ""ref:LV:addr"": ""107058847"", ""wheelchair"": ""no"", ""wikidata"": ""Q15712854""}"
node/1676056486,node,1676056486,"Valsts sociālās apdrošināšanas aģentūra, Starptautisko pakalpojumu daļa",56.9555927,24.1015586,government,,,,Citadeles iela,7,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""7"", ""addr:postcode"": ""LV-1010"", ""addr:street"": ""Citadeles iela"", ""name"": ""Valsts sociālās apdrošināšanas aģentūra, Starptautisko pakalpojumu daļa"", ""office"": ""government"", ""ref:LV:addr"": ""101871304""}"
node/1688318616,node,1688318616,Otvertka.lv,56.9378836,24.1774316,company,,,,Piedrujas iela,11,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""11"", ""addr:postcode"": ""LV-1073"", ""addr:street"": ""Piedrujas iela"", ""name"": ""Otvertka.lv"", ""office"": ""company"", ""ref:LV:addr"": ""101964724"", ""website"": ""http://otvertka.lv/""}"
node/1700985336,node,1700985336,"Juridiskais birojs ""Petrow""",56.9370618,24.1582619,lawyer,,,,Valērijas Seiles iela,3,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""3"", ""addr:postcode"": ""LV-1019"", ""addr:street"": ""Valērijas Seiles iela"", ""check_date"": ""2025-03-20"", ""check_date:opening_hours"": ""2025-03-20"", ""name"": ""Juridiskais birojs \""Petrow\"""", ""office"": ""lawyer"", ""opening_hours"": ""Mo-Fr 09:00-18:00; Sa 10:00-14:00"", ""opening_hours:signed"": ""no"", ""ref:LV:addr"": ""101933064"", ""website"": ""https://petrow.lv""}"
node/1712624940,node,1712624940,"SIA ""Embedded systems""",56.9451413,24.1354761,company,,,,Katoļu iela,47,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""47"", ""addr:postcode"": ""LV-1003"", ""addr:street"": ""Katoļu iela"", ""name"": ""SIA \""Embedded systems\"""", ""office"": ""company"", ""opening_hours"": ""Mo-Fr 09:00-18:00"", ""ref:LV:addr"": ""101912338""}"
node/1727026275,node,1727026275,Rīgas pilsētas Vidzemes priekšpilsētas tiesas zemesgrāmatu nodaļa,56.9675281,24.1645423,government,,,,Ieriķu iela,5,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""5"", ""addr:postcode"": ""LV-1084"", ""addr:street"": ""Ieriķu iela"", ""government"": ""administrative"", ""name"": ""Rīgas pilsētas Vidzemes priekšpilsētas tiesas zemesgrāmatu nodaļa"", ""office"": ""government"", ""ref:LV:addr"": ""105046271""}"
node/1733797399,node,1733797399,"Uzņēmumu reģistrs, Rīgas reģionālā nodaļa",56.9520774,24.1245662,government,,,,Pērses iela,2,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""2"", ""addr:postcode"": ""LV-1011"", ""addr:street"": ""Pērses iela"", ""name"": ""Uzņēmumu reģistrs, Rīgas reģionālā nodaļa"", ""office"": ""government"", ""ref:LV:addr"": ""103715055""}"
node/1736524350,node,1736524350,Amerikas Savienoto Valstu vēstniecība,56.9308061,24.0287019,diplomatic,,,,Samnera Velsa iela,1,Rīga,osm_overpass,"{""addr:city"": ""Rīga"", ""addr:country"": ""LV"", ""addr:housenumber"": ""1"", ""addr:postcode"": ""LV-1046"", ""addr:street"": ""Samnera Velsa iela"", ""country"": ""US"", ""diplomatic"": ""embassy"", ""email"": ""us.embassy.riga@gmail.com"", ""embassy"": ""yes"", ""name"": ""Amerikas Savienoto Valstu vēstniecība"", ""name:en"": ""Embassy of the United States of America"", ""name:fr"": ""Ambassade des États-Unis"", ""name:lt"": ""JAV Ambasada"", ""name:lv"": ""Amerikas Savienoto Valstu vēstniecība"", ""name:pl"": ""Ambasada Stanów Zjednoczonych"", ""office"": ""diplomatic"", ""phone"": ""+371 6710 7000"", ""ref:LV:addr"": ""105663186"", ""target"": ""LV"", ""website"": ""https://lv.usembassy.gov/"", ""wikidata"": ""Q105609518""}"
