place_id,name,category,google_types,business_status,formatted_address,vicinity,latitude,longitude,plus_code_global,plus_code_compound,rating,user_ratings_total,website,formatted_phone_number,international_phone_number,google_maps_url,wheelchair_accessible,editorial_summary,icon_url,opening_hours_available,collected_at
ChIJSyme2ebX7kYRuz2qKrg9Eg4,"LAKURA, SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 3, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 3, Olaine",56.7963296,23.9268905,9G85QWWG+GQ,"QWWG+GQ Olaine, Olaines pilsēta, Olaine Municipality, Latvia",,,http://www.lakura.eu/,22 555 548,+371 22 555 548,https://maps.google.com/?cid=1013940727310859707,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,2025-10-26T12:10:45.176540
ChIJS9E2S-bX7kYR5O9PwMBN4Xo,"Roadway Luck , SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 2A, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 2A, Olaine",56.7989273,23.9300205,9G85QWXJ+H2,"QWXJ+H2 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",,,,29 132 912,+371 29 132 912,https://maps.google.com/?cid=8854443832642629604,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:45.391811
ChIJpU1I-ubX7kYRDuZ5ztSGuWk,PharmIdea,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 4, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 4, Olaine",56.7978833,23.9295299,9G85QWXH+5R,"QWXH+5R Olaine, Olaines pilsēta, Olaine Municipality, Latvia",4.5,11.0,http://pharmidea.lv/,,,https://maps.google.com/?cid=7618268493229188622,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,2025-10-26T12:10:45.576324
ChIJSw2UwefX7kYRhkV9Ub2Vj5c,"Olaine Metal , SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 2, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 2, Olaine",56.7989736,23.9325419,9G85QWXM+H2,"QWXM+H2 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",3.7,3.0,http://olainemetal.lv/,29 115 767,+371 29 115 767,https://maps.google.com/?cid=10921112261745264006,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:45.768242
ChIJSw2UwefX7kYRQ_HZ-9gmffc,Premium Granulas,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 2-1, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 2-1, Olaine",56.7989736,23.9325419,9G85QWXM+H2,"QWXM+H2 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",5.0,3.0,http://premiumgranulas.lv/,20 122 224,+371 20 122 224,https://maps.google.com/?cid=17833452812837187907,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,2025-10-26T12:10:45.954866
ChIJJQIG29jX7kYRDfNPkEq2LEY,"Alistek, SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Rīgas iela 11a, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rīgas iela 11a, Olaine",56.7982954,23.9337162,9G85QWXM+8F,"QWXM+8F Olaine, Olaines pilsēta, Olaine Municipality, Latvia",4.0,1.0,http://www.alistek.com/,29 541 231,+371 29 541 231,https://maps.google.com/?cid=5056616912995218189,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,2025-10-26T12:10:46.150214
ChIJA3K8ZePX7kYRajUoqCsgBYE,SIA AROMA,business_centers,"establishment,point_of_interest,store",OPERATIONAL,"Rūpnīcu iela 5, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 5, Olaine",56.7969333,23.9159604,9G85QWW8+Q9,"QWW8+Q9 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",5.0,2.0,,67 013 903,+371 67 013 903,https://maps.google.com/?cid=9296872377653146986,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/shopping-71.png,,2025-10-26T12:10:46.329284
ChIJA3K8ZePX7kYRc3-fTsjPkDI,Gripofleks,business_centers,"establishment,health,point_of_interest",OPERATIONAL,"Rūpnīcu iela 5, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 5, Olaine",56.7969333,23.9159604,9G85QWW8+Q9,"QWW8+Q9 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",,,http://gripofleks.lv/ru/kontakti/,67 013 705,+371 67 013 705,https://maps.google.com/?cid=3643640557762215795,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:46.507668
ChIJSyme2ebX7kYRASIExPgqHqY,DECKMAN Marine Cleaning and Degreesing Products.,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela, Olaine",56.7962994,23.9240301,,,,,,29 995 388,+371 29 995 388,https://maps.google.com/?cid=11970052107526218241,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:46.678727
ChIJmSXTq8nX7kYRbZXD6v0M2r8,Grēnes,business_centers,"locality,political",,"Grēnes, Olaine parish, Olaine Municipality, LV-2127, Latvia",Grēnes,56.80278,23.9536375,,,,,,,,https://maps.google.com/?cid=13824376290872104301,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/geocode-71.png,,2025-10-26T12:10:46.832698
ChIJSyme2ebX7kYR72E7Tv0S2f4,Lab Solvents,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela, Olaine",56.7962994,23.9240301,,,,,,22 555 548,+371 22 555 548,https://maps.google.com/?cid=18363729834728448495,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:46.994413
ChIJSyme2ebX7kYRieVJyfQraBU,biorain eu,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela, Olaine",56.7962994,23.9240301,,,,,,29 995 388,+371 29 995 388,https://maps.google.com/?cid=1542531202723472777,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:47.163794
ChIJRXQZ8ubX7kYRzJVm8OjsAZQ,Nipon,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 4, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 4, Olaine",56.79766799999999,23.9268411,,,,,http://www.nipon.lv/?lang=en,29 999 615,+371 29 999 615,https://maps.google.com/?cid=10665065877799867852,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:47.344821
ChIJjTAo1nUo70YRZOVv_R6wMh4,"Lidums , SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Olaine, Olaine parish, Olaine Municipality, LV-2127, Latvia",Olaine,56.7709309,23.8707799,,,4.5,11.0,,67 964 268,+371 67 964 268,https://maps.google.com/?cid=2175995217120847204,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:47.534735
ChIJVbchkt_X7kYR63CMbHzBaAI,"Latvian Professionals , SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Olaines novads, Olaines pilsēta, Olaines novads, LV-2114, Latvia",Olaines novads,56.789674,23.9295799,,,,,,26 686 789,+371 26 686 789,https://maps.google.com/?cid=173601325795012843,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:47.714200
ChIJVbchkt_X7kYRxgmiCsJvRMM,Outokumpu Baltic Ou Latvijas filiale,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu 4 (Nordic industriālais parks), Olaines n., Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu 4 (Nordic industriālais parks), Olaines n., Olaine",56.789674,23.9295799,,,,,http://www.outokumpu.com/,67 135 880,+371 67 135 880,https://maps.google.com/?cid=14070494015005002182,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:47.893975
ChIJp8jXzN3X7kYRK-os7Ewixss,"Trov Logistic , SIA",business_centers,"establishment,finance,point_of_interest,post_office",OPERATIONAL,"Jelgavas iela 1, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Jelgavas iela 1, Olaine",56.7944117,23.9360863,9G85QWVP+QC,"QWVP+QC Olaine, Olaines pilsēta, Olaine Municipality, Latvia",1.0,1.0,http://www.trov-logistic.lv/,67 967 201,+371 67 967 201,https://maps.google.com/?cid=14683461348863306283,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/civic_building-71.png,,2025-10-26T12:10:48.067436
ChIJp8jXzN3X7kYRMfsUi-kcgvo,"Elekoms , SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Jelgavas iela 1, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Jelgavas iela 1, Olaine",56.7944117,23.9360863,9G85QWVP+QC,"QWVP+QC Olaine, Olaines pilsēta, Olaine Municipality, Latvia",3.2,6.0,http://elekoms.lv/,29 413 509,+371 29 413 509,https://maps.google.com/?cid=18051022045840735025,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:48.267445
ChIJbymH91jX7kYRrjlt0MnQtZw,RoRoArch,business_centers,"establishment,point_of_interest",OPERATIONAL,"cīrulīši 49, Grēnes, Olaines pagasts, Olaines novads, LV-2127, Latvia","cīrulīši 49, Grēnes",56.8116379,23.9079094,9G85RW65+M5,"RW65+M5 Grēnes, Olaine parish, Olaine Municipality, Latvia",,,,,,https://maps.google.com/?cid=11292161205905209774,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,True,2025-10-26T12:10:48.460777
ChIJP4dNRQAn70YRPxOKeqym964,Līdumu karjera volejbola laukums,business_centers,"establishment,point_of_interest",OPERATIONAL,"Olaine parish, Olaine Municipality, LV-2127, Latvia",Olaine parish,56.7894435,23.8714963,9G85QVQC+QH,"QVQC+QH Uzvaras Līdums, Olaine parish, Olaine Municipality, Latvia",4.7,3.0,,,,https://maps.google.com/?cid=12607728941567447871,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,True,2025-10-26T12:10:48.630418
ChIJSxqNQ2Mn70YRWSVSlc23ei8,Uzvaras līdums,business_centers,"establishment,point_of_interest",OPERATIONAL,"QVPC+X2, Olaine, Olaines pilsēta, Olaine Municipality, LV-2127, Latvia","QVPC+X2, Olaine",56.7873963,23.870014,,,5.0,4.0,https://aplankyk.eu/latvijos-pazintiniai-takai/lidumu-karjera-taka-lidumu-quarry-trail,,,https://maps.google.com/?cid=3421248960542680409,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:48.846046
ChIJ_wM9uIcn70YRw4GacNClDmU,Līdumu quarry trail,business_centers,"establishment,park,point_of_interest",OPERATIONAL,"Olaine parish, Olaine Municipality, LV-2127, Latvia",Olaine parish,56.7856122,23.8705568,9G85QVPC+66,"QVPC+66 Uzvaras Līdums, Olaine parish, Olaine Municipality, Latvia",4.7,142.0,https://aplankyk.eu/latvijos-pazintiniai-takai/lidumu-karjera-taka-lidumu-quarry-trail,,,https://maps.google.com/?cid=7281939962165625283,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,True,2025-10-26T12:10:49.069545
ChIJCWjLoZcn70YRfNVYEhjE5TY,Līduma karjera atpūtas vieta,business_centers,"establishment,park,point_of_interest,zoo",OPERATIONAL,"Unnamed Rd, Olaine parish, Olaine Municipality, LV-2127, Latvia",Unnamed Rd,56.7856256,23.8753489,9G85QVPG+74,"QVPG+74 Uzvaras Līdums, Olaine parish, Olaine Municipality, Latvia",4.8,684.0,,,,https://maps.google.com/?cid=3955783455380919676,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/park-71.png,True,2025-10-26T12:10:49.256314
ChIJg1nJfv3X7kYRX7IcWqK_ryU,Olaine mototrase,business_centers,"establishment,point_of_interest",OPERATIONAL,"Celtnieku iela 2, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Celtnieku iela 2, Olaine",56.7941641,23.9050341,9G85QWV4+M2,"QWV4+M2 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",4.3,32.0,,26 540 658,+371 26 540 658,https://maps.google.com/?cid=2715599804345135711,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:49.447204
ChIJYdsTagAn70YRFifvwiOA8Js,Coffee vending machine,business_centers,"cafe,establishment,food,point_of_interest,store",OPERATIONAL,"Unnamed Rd, Olaines pagasts, Olaines novads, LV-2127, Latvia",Unnamed Rd,56.7845126,23.8756202,9G85QVMG+R6,"QVMG+R6 Uzvaras Līdums, Olaine parish, Olaine Municipality, Latvia",,,https://aplankyk.eu/latvijos-pazintiniai-takai/lidumu-karjera-taka-lidumu-quarry-trail,,,https://maps.google.com/?cid=11236621961372051222,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/cafe-71.png,,2025-10-26T12:10:49.593342
ChIJY-skAQgn70YRimoUkfpERv0,Veikparks OWAKE,business_centers,"amusement_park,establishment,health,point_of_interest,spa",OPERATIONAL,"Līdumu karjers, Olaines pagasts, Olaines novads, LV-2127, Latvia",Līdumu karjers,56.7845649,23.8767239,9G85QVMG+RM,"QVMG+RM Uzvaras Līdums, Olaine parish, Olaine Municipality, Latvia",4.3,9.0,https://www.owake.lv/,22 332 789,+371 22 332 789,https://maps.google.com/?cid=18250350382932060810,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,True,2025-10-26T12:10:49.768424
ChIJS3vFQuIn70YRuYjK3EN_GzU,Lidumu quarry,business_centers,"establishment,point_of_interest",OPERATIONAL,"Unnamed Rd,, Olaines pagasts, Olaines novads, LV-2127, Latvia","Unnamed Rd,",56.7840309,23.8753719,9G85QVMG+J4,"QVMG+J4 Uzvaras Līdums, Olaine parish, Olaine Municipality, Latvia",4.7,272.0,,,,https://maps.google.com/?cid=3826792237825165497,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,True,2025-10-26T12:10:49.946853
ChIJZXOkaeXX7kYRyPTVTKYpqhg,"KN Dati , SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Rīgas iela 21, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rīgas iela 21, Olaine",56.8017152,23.9199941,9G85RW29+MX,"RW29+MX Olaine, Olaines pilsēta, Olaine Municipality, Latvia",4.5,2.0,,67 964 296,+371 67 964 296,https://maps.google.com/?cid=1777278797181482184,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:50.114707
ChIJZXOkaeXX7kYRus4Gc8B-ZyQ,"Santa K , SIA, Ceptuve",business_centers,"establishment,point_of_interest",OPERATIONAL,"Rīgas iela 21, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rīgas iela 21, Olaine",56.8017152,23.9199941,9G85RW29+MX,"RW29+MX Olaine, Olaines pilsēta, Olaine Municipality, Latvia",5.0,1.0,,67 964 109,+371 67 964 109,https://maps.google.com/?cid=2623204672995249850,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:50.299314
ChIJA3K8ZePX7kYR7IQGY4sNoAQ,Nikapharm,business_centers,"establishment,health,pharmacy,point_of_interest,store",OPERATIONAL,"Rūpnīcu iela 5, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 5, Olaine",56.7969333,23.9159604,9G85QWW8+Q9,"QWW8+Q9 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",,,,22 044 836,+371 22 044 836,https://maps.google.com/?cid=333281264738403564,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:50.458872
ChIJA3K8ZePX7kYRiE4zbniZOas,remo wax available in which countries,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 5, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 5, Olaine",56.7969333,23.9159604,9G85QWW8+Q9,"QWW8+Q9 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",,,,67 013 705,+371 67 013 705,https://maps.google.com/?cid=12338061396682165896,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:50.645078
ChIJA3K8ZePX7kYRv0nGh2nOBHM,Aptieku īpašnieku asociācija,business_centers,"establishment,health,pharmacy,point_of_interest,store",OPERATIONAL,"Rūpnīcu iela 5, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 5, Olaine",56.7969333,23.9159604,9G85QWW8+Q9,"QWW8+Q9 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",,,https://www.aia.lv/,67 013 773,+371 67 013 773,https://maps.google.com/?cid=8287976166913362367,True,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/pharmacy-71.png,,2025-10-26T12:10:50.815037
ChIJWVbZkWTX7kYRhuhrPUrFXuU,Paint Automaster SIA,business_centers,"car_repair,establishment,point_of_interest",OPERATIONAL,"Rīgas iela 21e, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rīgas iela 21e, Olaine",56.8020973,23.9223232,9G85RW2C+RW,"RW2C+RW Olaine, Olaines pilsēta, Olaine Municipality, Latvia",4.3,6.0,https://paintautomaster.lv/,28 879 693,+371 28 879 693,https://maps.google.com/?cid=16527864605145032838,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,2025-10-26T12:10:50.994153
ChIJzS24_lHX7kYRPcgVZ_rGZ-E,SIA Olaines kūdra,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rīgas iela 21, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rīgas iela 21, Olaine",56.8006894,23.9217874,9G85RW2C+7P,"RW2C+7P Olaine, Olaines pilsēta, Olaine Municipality, Latvia",5.0,1.0,,67 964 258,+371 67 964 258,https://maps.google.com/?cid=16242169359908587581,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:51.173540
ChIJjQwnbyvX7kYR8JBtimHHans,Latvijas aptieka SIA,business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 5, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 5, Olaine",56.7947584,23.9161534,9G85QWV8+WF,"QWV8+WF Olaine, Olaines pilsēta, Olaine Municipality, Latvia",5.0,2.0,http://www.latvijasaptiekas.lv/,67 013 773,+371 67 013 773,https://maps.google.com/?cid=8893139635944657136,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,2025-10-26T12:10:51.350096
ChIJfS76rHzX7kYRxkl9jJHMo4I,Smalkais muslis,business_centers,"establishment,food,point_of_interest",OPERATIONAL,"Rūpnīcu iela 4, Olaine, Olaines pilsēta, Olaines novads, LV-2127, Latvia","Rūpnīcu iela 4, Olaine",56.7960693,23.9183231,9G85QWW9+C8,"QWW9+C8 Olaine, Olaines pilsēta, Olaine Municipality, Latvia",5.0,1.0,http://smalkaismuslis.lv/,26 132 177,+371 26 132 177,https://maps.google.com/?cid=9413592571633813958,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,2025-10-26T12:10:51.543077
ChIJ2WZPN-TX7kYRbGdUp3JyKGM,cozyhomebiomass sia,business_centers,"establishment,general_contractor,point_of_interest",OPERATIONAL,"Unnamed Road, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Unnamed Road, Olaine",56.7985488,23.9224515,9G85QWXC+CX,"QWXC+CX Olaine, Olaines pilsēta, Olaine Municipality, Latvia",,,,20 335 250,+371 20 335 250,https://maps.google.com/?cid=7145086645582456684,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,,2025-10-26T12:10:51.696941
ChIJhZIsUebX7kYRd5Nxo3sQVe8,"BAPEKS, SIA",business_centers,"establishment,point_of_interest",OPERATIONAL,"Rūpnīcu iela 4, Olaine, Olaines pilsēta, Olaines novads, LV-2114, Latvia","Rūpnīcu iela 4, Olaine",56.7997066,23.9237405,9G85QWXF+VF,"QWXF+VF Olaine, Olaines pilsēta, Olaine Municipality, Latvia",4.0,1.0,http://www.bapeks.com/,26 135 922,+371 26 135 922,https://maps.google.com/?cid=17245708471294333815,,,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/generic_business-71.png,False,2025-10-26T12:10:51.862731
